Name	HUCZ	CBTG	FGWY	KPAQ	OEPG	QAJI
XPXX	0	16	27	17	9	31
UBYS	38	8	11	16	1	26
VRLQ	64	23	3	5	0	5
CCGL	13	29	28	22	4	4
YIIA	24	35	11	26	2	2
PERH	28	22	36	12	1	1
RHYF	67	14	2	4	2	11
ZIXP	21	50	15	3	0	11
SVKZ	34	49	2	9	2	4
IUVY	69	6	18	5	0	2
RSQX	84	0	4	3	4	5
PZYB	76	0	5	0	1	18
FSYF	7	3	0	75	6	9
KBQS	89	4	1	5	0	1
LVZK	70	1	5	13	7	4
MHAU	71	20	1	4	0	4
NLQP	90	0	5	4	0	1
XXCN	86	12	0	1	0	1
CVAW	0	53	18	15	7	7
KPIY	57	16	8	12	2	5
YVXZ	84	13	2	0	0	1
OYKD	35	59	3	0	2	1
CQLC	22	30	21	4	5	18
XYIS	23	15	30	16	15	1
HDZD	5	66	26	2	0	1
DHGK	44	30	17	1	0	8
ZVPN	52	33	9	5	0	1
HVSF	64	30	5	0	0	1
TYOT	19	32	39	2	7	1
ZMNU	3	2	15	41	26	13
JTPH	51	7	15	16	10	1
WYQK	45	12	27	15	0	1
MFQF	70	6	19	3	0	2
VMVS	3	12	13	43	13	16
ILLL	38	36	10	15	0	1
GPBH	16	7	58	13	1	5
BDBJ	46	46	5	1	0	2
EEXM	24	63	9	1	1	2
VAVB	79	15	5	0	0	1
JOIS	93	2	4	0	0	1
KYZO	70	25	2	0	2	1
LTIF	53	39	4	3	0	1
MAII	49	45	4	0	1	1
ULFO	67	4	10	6	4	9
MGIY	57	23	18	0	1	1
SEAM	13	85	1	0	0	1
DCLC	76	8	14	1	0	1
OWBF	83	2	6	0	6	3
INLU	37	4	5	5	8	41
ZHHG	90	3	0	1	1	5
YKMZ	7	82	8	1	1	1
TNIV	4	2	25	23	37	9
QISJ	0	65	5	27	1	2
NIZS	14	52	30	2	1	1
GJLO	6	0	48	16	17	13
WDGH	98	1	0	0	0	1
POKV	81	2	8	1	0	8
OAJS	95	2	0	0	2	1
JBHS	85	9	0	1	3	2
DGIK	19	58	16	2	4	1
IKNH	6	80	13	0	0	1
FDES	95	4	0	0	0	1
PWST	75	12	4	3	5	1
SEVQ	0	64	20	0	9	7
LBAL	73	24	0	2	0	1
QLHK	83	0	6	1	4	6
GORA	92	5	2	0	0	1
NPDN	13	83	1	0	0	3
IEDU	45	50	1	2	1	1
SIIU	26	65	1	2	2	4
ZLDI	54	22	3	15	1	5
CCHI	6	66	25	0	2	1
HLCT	72	5	17	1	4	1
LTIF	30	56	7	2	3	2
ZAQR	64	24	7	1	2	2
QJGQ	87	2	10	0	0	1
IFSY	53	16	17	9	0	5
YWUM	79	14	0	6	0	1
HQVK	7	46	24	3	16	4
RVWC	26	27	43	0	0	4
ZAMH	9	86	3	1	0	1
WDOO	60	37	0	2	0	1
BXDF	42	23	19	14	1	1
DVPK	56	26	10	0	7	1
OANW	73	9	2	10	5	1
GCFY	93	4	0	2	0	1
ZUPB	73	5	1	11	9	1
ULPZ	97	1	1	0	0	1
UFEU	6	71	9	4	7	3
RFWZ	35	46	5	8	1	5
JMHI	80	3	7	3	1	6
KGDQ	93	2	4	0	0	1
DETV	65	14	8	4	2	7
BUCW	68	11	7	9	0	5
KMKZ	38	44	9	0	0	9
QBHO	7	9	5	12	28	39
NNVW	91	3	5	0	0	1
DOOU	27	20	8	24	16	5
GEUA	27	46	9	13	1	4
BMSZ	80	10	9	0	0	1
INOZ	9	0	14	33	20	24
MWUZ	41	31	8	16	3	1
QMGE	48	7	5	33	6	1
VDTA	83	7	1	7	1	1
GHCU	85	12	0	2	0	1
NBBE	68	31	0	0	0	1
WDBK	86	3	0	3	2	6
TMAJ	82	10	4	0	2	2
XWQK	1	61	8	17	10	3
WRLT	47	28	1	7	12	5
YVKV	68	16	8	3	2	3
XEFM	64	22	6	5	1	2
SLCL	19	22	28	6	16	9
WAZM	29	36	29	3	0	3
DCEC	86	8	1	1	1	3
OJAV	27	60	1	4	6	2
PNQD	33	31	31	3	0	2
KKWS	65	1	12	7	8	7
GQPN	21	67	10	1	0	1
QBSE	36	61	2	0	0	1
QZTS	23	15	10	41	10	1
NWSZ	45	51	0	3	0	1
GCHT	26	29	27	3	9	6
SGAY	3	41	54	1	0	1
VNJK	36	26	34	1	0	3
DRPU	91	4	1	1	0	3
TWSJ	10	1	51	17	11	10
XPVH	99	0	0	0	0	1
IWSX	84	14	0	0	1	1
AXIN	68	20	3	1	6	2
PMLJ	80	17	2	0	0	1
HVRW	17	41	6	32	2	2
LWAV	3	59	18	11	4	5
FJXE	1	77	18	3	0	1
XZBV	0	82	3	0	9	6
WETV	37	49	1	11	0	2
WULV	88	3	3	4	1	1
VCVX	2	18	45	8	25	2
LPWE	62	0	36	1	0	1
VJZD	7	14	35	43	0	1
MCCV	47	17	6	11	17	2
VYDO	25	9	55	7	1	3
LREL	84	4	10	1	0	1
RRAR	45	2	0	4	7	42
WQDN	0	24	5	9	41	21
GGDW	29	29	38	3	0	1
ABGV	94	5	0	0	0	1
XENC	54	7	38	0	0	1
DXRY	37	44	11	4	1	3
EVJP	74	11	10	0	0	5
XASF	48	25	14	2	10	1
EESY	88	3	3	4	0	2
QBRO	21	27	33	16	2	1
IHLB	35	35	3	2	24	1
IYLE	39	12	36	5	3	5
OFYC	19	78	1	0	1	1
JJVI	55	26	15	0	3	1
NDVE	84	12	1	0	2	1
QLRM	78	17	4	0	0	1
UGCL	67	8	14	8	2	1
DZJV	38	10	17	7	8	20
PKJD	74	2	2	16	3	3
HXOA	41	28	28	0	2	1
UBLO	57	5	3	6	4	25
MUBM	13	49	17	6	10	5
IQMA	35	60	3	0	1	1
DDOX	92	2	1	2	0	3
WBVG	3	53	41	1	1	1
OUUA	55	3	33	5	1	3
MTSN	94	1	1	3	0	1
PPWS	29	40	13	10	2	6
WCQY	6	68	0	1	13	12
ADOM	8	30	0	44	14	4
KJCP	92	0	3	1	0	4
BWMF	58	39	2	0	0	1
TNSZ	50	44	4	0	1	1
NDNO	70	17	10	0	0	3
EHEO	45	38	11	5	0	1
BVOQ	66	4	24	1	0	5
CLWF	88	7	1	3	0	1
NMEX	42	33	17	4	2	2
JFCZ	29	38	23	6	1	3
GXLJ	74	11	5	6	2	2
KZKN	28	34	17	3	8	10
AEKZ	92	0	3	2	0	3
CCDI	49	12	7	31	0	1
UDTS	51	36	0	3	6	4
HVXP	52	5	2	27	6	8
BHZK	92	2	2	1	1	2
LCMD	31	19	19	21	0	10
TIQQ	95	3	0	0	1	1
DMOA	25	61	10	0	2	2
DJFM	31	15	9	25	3	17
DDNQ	21	65	1	4	3	6
VKII	94	4	1	0	0	1
AKVR	38	11	30	5	5	11
UGAK	47	20	15	5	0	13
CMHT	94	5	0	0	0	1
JVLM	80	1	8	1	1	9
IMTI	4	91	2	0	0	3
JLYY	84	10	4	1	0	1
NGMX	20	36	20	5	8	11
XILY	97	0	0	0	2	1
GTLI	24	50	22	0	1	3
UKZU	72	6	6	14	1	1
RLGI	87	10	1	1	0	1
PKLQ	73	19	6	0	1	1
HEAU	4	9	83	2	1	1
MCPF	65	1	13	11	6	4
PYWQ	82	11	5	0	1	1
BERG	99	0	0	0	0	1
XXKE	34	14	50	0	0	2
IKTK	23	15	1	12	26	23
YRJJ	6	73	8	11	0	2
EFCJ	78	14	2	2	2	2
HLPR	67	26	1	2	3	1
ZQYM	22	62	11	2	0	3
KOVP	77	9	10	3	0	1
KYPC	13	66	11	7	2	1
YHZO	21	51	25	1	0	2
OSAI	67	9	7	15	1	1
VSRE	92	6	1	0	0	1
GWME	92	4	0	3	0	1
IVJE	70	10	2	3	1	14
UCHI	75	6	16	2	0	1
CUJD	57	19	4	13	3	4
VJUM	28	66	0	5	0	1
ORZI	4	70	19	1	4	2
EYDG	31	14	26	26	2	1
WFGX	99	0	0	0	0	1
IIUJ	22	59	3	4	0	12
AUTQ	35	25	30	9	0	1
LOBO	0	36	60	0	3	1
URRY	52	34	12	0	1	1
WVSJ	4	0	14	36	5	41
GFWW	12	87	0	0	0	1
UTHL	39	60	0	0	0	1
KCHA	71	26	1	1	0	1
ZBNB	42	32	6	14	0	6
XYNR	59	6	34	0	0	1
OLLS	35	41	8	11	1	4
WGNY	36	14	42	2	1	5
FTIT	19	55	25	0	0	1
CTND	2	57	9	29	1	2
SHSX	67	22	2	3	2	4
NYOH	81	4	12	2	0	1
JVGT	75	6	3	4	0	12
VTFY	71	12	13	0	0	4
OIBR	54	37	1	3	0	5
XUXG	25	19	11	39	0	6
EYNM	72	11	11	2	2	2
GPGD	50	33	3	3	4	7
ISHL	53	13	3	7	10	14
CPMY	72	23	1	2	0	2
OCPQ	99	0	0	0	0	1
XUHG	6	91	2	0	0	1
VTKG	36	30	33	0	0	1
EIWK	80	18	0	1	0	1
VRSC	26	43	12	3	7	9
EVNN	14	73	8	2	2	1
UHTD	66	14	8	11	0	1
ANZK	77	9	11	2	0	1
LTMV	84	2	0	11	2	1
GREZ	72	8	1	13	2	4
LSAH	67	9	22	0	1	1
LTBC	71	5	16	1	5	2
JYLP	11	75	9	0	1	4
LBUR	33	5	4	20	9	29
EEBF	87	6	3	2	0	2
RDYZ	31	35	19	10	3	2
WWPE	58	21	19	0	0	2
XULZ	2	34	59	2	0	3
RDCZ	11	49	31	0	0	9
JMSG	11	56	11	4	9	9
QZPO	26	28	7	21	14	4
QRCP	6	74	9	9	1	1
RXTB	38	33	13	9	0	7
PRRU	63	30	5	0	1	1
LDXS	80	11	6	0	1	2
XUKY	78	4	1	11	1	5
UPPB	8	64	9	10	8	1
CVBH	75	19	1	0	3	2
RZCE	27	15	10	26	17	5
QRWL	70	28	1	0	0	1
YKAE	34	15	34	11	2	4
IQAP	68	23	4	2	2	1
FQIJ	85	7	7	0	0	1
ARDC	76	16	0	2	3	3
TMQW	47	32	18	2	0	1
TAZD	99	0	0	0	0	1
JPON	27	46	8	12	0	7
FFWI	51	19	3	19	7	1
CIDS	49	50	0	0	0	1
YXRW	84	6	2	5	2	1
CFEZ	55	36	5	2	1	1
BKNO	0	27	21	7	44	1
HQCO	90	1	8	0	0	1
IJJL	10	69	14	0	3	4
UDUI	12	74	4	5	3	2
EKWJ	56	30	6	7	0	1
QNIB	2	20	1	19	16	42
GQIT	87	12	0	0	0	1
FZNG	21	28	19	24	7	1
XYUR	97	0	2	0	0	1
ESCP	31	59	5	0	4	1
LLNX	59	1	27	3	9	1
OJIZ	69	7	5	2	4	13
MPRD	5	76	8	6	4	1
YQQQ	67	4	12	16	0	1
LZJT	99	0	0	0	0	1
FFAV	33	13	30	1	11	12
GHJS	44	54	0	1	0	1
IYSE	51	36	11	1	0	1
YTPY	93	6	0	0	0	1
UCHL	7	56	23	2	8	4
ZSOK	51	12	3	30	0	4
ZARH	92	4	0	2	0	2
XIJL	60	7	17	7	5	4
IWVC	55	14	1	28	0	2
ONFI	83	0	13	0	1	3
TNET	37	27	9	19	6	2
INDJ	87	0	7	4	0	2
IWLJ	21	77	0	1	0	1
COMH	65	16	17	1	0	1
MOMK	83	13	1	2	0	1
ZFQE	72	2	0	11	3	12
UKHE	33	58	2	1	0	6
JAWQ	43	5	6	6	7	33
OYBQ	88	5	3	1	0	3
MYWK	28	15	12	5	14	26
QHGP	10	60	19	1	7	3
NIUO	3	56	36	2	1	2
FENV	62	32	3	2	0	1
HYTR	43	17	28	5	5	2
YYVJ	97	2	0	0	0	1
NXXG	51	40	6	0	2	1
WVRJ	3	25	33	14	3	22
ZWWM	84	8	5	2	0	1
RVET	5	56	27	0	11	1
HALX	95	2	1	1	0	1
FOXO	91	5	2	1	0	1
HBBJ	53	25	6	0	2	14
UCTB	67	32	0	0	0	1
SBXL	12	85	2	0	0	1
QDYO	9	25	28	16	21	1
WXMX	63	34	0	1	1	1
XDWX	20	59	6	14	0	1
GVYC	51	0	7	27	13	2
GFAM	63	9	27	0	0	1
VUKZ	18	47	7	26	0	2
NSYE	28	10	34	4	14	10
BTKM	74	25	0	0	0	1
TLMQ	93	5	0	0	0	2
HHQJ	88	6	3	1	1	1
YBYW	92	3	3	1	0	1
VIBL	90	1	2	3	2	2
XXUF	68	26	5	0	0	1
YSWW	87	1	0	1	10	1
KWNA	96	3	0	0	0	1
CWJM	11	37	1	36	10	5
ETJC	87	8	2	2	0	1
WZMX	38	49	2	9	1	1
AWYU	23	1	54	19	1	2
NMPL	81	3	6	8	0	2
PHZV	43	15	31	1	6	4
QEMP	29	19	42	0	8	2
UJNI	39	59	0	0	0	2
RLEI	50	24	10	9	3	4
PELR	2	12	30	3	38	15
XXEI	63	29	2	3	1	2
WGXA	55	15	0	3	18	9
NIRZ	16	58	18	1	5	2
KDJJ	99	0	0	0	0	1
BJUJ	98	1	0	0	0	1
QPQC	64	33	1	1	0	1
BXTM	58	18	22	1	0	1
ENGP	77	3	3	16	0	1
WDIU	1	62	13	2	13	9
FHML	91	1	4	0	1	3
KPTJ	43	3	19	28	0	7
CBVM	91	6	0	1	1	1
KGXD	10	44	37	6	1	2
BSPD	98	1	0	0	0	1
ZNSH	44	10	27	5	0	14
UTJU	26	24	20	6	22	2
PHMH	54	32	6	2	0	6
LZBF	80	2	6	2	0	10
ACVS	53	38	4	0	4	1
GHMG	69	24	4	0	1	2
VSYZ	85	2	1	1	3	8
YPYG	41	4	14	15	2	24
CXTR	81	9	7	0	0	3
QFGH	54	34	8	2	0	2
DBGR	62	14	12	6	2	4
AAWK	99	0	0	0	0	1
SEXL	22	52	2	10	13	1
BRAF	55	40	3	0	0	2
WLHJ	16	25	4	40	2	13
EGFY	61	38	0	0	0	1
ORVO	56	7	16	9	10	2
KUMY	78	19	2	0	0	1
WJAP	35	31	17	15	0	2
TCBB	60	23	9	0	3	5
NHWC	91	6	1	1	0	1
SFMI	98	1	0	0	0	1
IZII	5	59	35	0	0	1
VJEW	39	45	6	4	3	3
GTLI	13	60	14	10	2	1
SKCG	19	71	9	0	0	1
DEFG	11	18	23	30	5	13
TVVS	91	4	1	2	1	1
EAVQ	79	4	15	0	0	2
GOEI	88	2	6	1	0	3
IAQF	98	0	0	1	0	1
XAMP	0	60	36	3	0	1
FMJZ	34	56	9	0	0	1
DLYR	1	61	8	27	1	2
IYBJ	23	0	18	58	0	1
UROO	40	4	54	0	1	1
XIRU	31	63	2	1	1	2
BGZW	35	6	1	34	20	4
DWGJ	75	8	10	0	2	5
NOBW	68	17	12	0	1	2
XNQD	93	6	0	0	0	1
GYIL	54	37	1	6	1	1
OOPI	17	17	35	27	2	2
HEOL	6	2	49	5	1	37
FAYH	69	17	8	2	0	4
BCZF	66	29	4	0	0	1
ZOJL	58	2	8	11	20	1
EUWH	91	3	4	1	0	1
RHVA	74	21	0	2	2	1
TBNS	53	39	1	3	2	2
RULW	8	30	35	10	9	8
HTEP	46	36	1	4	12	1
YYVO	38	6	14	19	6	17
MMGA	6	32	52	0	1	9
JVFN	43	19	9	21	5	3
QEPV	63	10	24	0	1	2
TDKI	60	24	0	1	13	2
HHSV	73	10	8	6	1	2
TLNM	30	45	9	10	1	5
RQWZ	11	68	15	0	5	1
TAFP	48	17	14	20	0	1
AULF	33	62	4	0	0	1
CGVT	94	5	0	0	0	1
BIEX	8	57	15	15	3	2
FDYE	5	32	13	17	27	6
WLHX	12	83	4	0	0	1
CZCG	25	9	56	3	4	3
HCSV	77	13	2	5	0	3
XXFM	55	26	2	8	8	1
EDEF	1	43	44	4	6	2
PZXV	32	48	14	5	0	1
CBRS	66	16	16	1	0	1
QPLM	9	71	4	10	1	5
LBCH	1	41	47	7	2	2
DCPM	79	13	2	0	2	4
GLMS	30	1	48	3	13	5
ICXC	61	24	7	2	5	1
DVAG	90	0	8	1	0	1
EDVV	15	6	27	51	0	1
STTB	57	36	4	1	1	1
TBMY	99	0	0	0	0	1
KZOM	83	9	0	4	0	4
YNYV	75	15	4	4	0	2
DCGE	58	17	11	1	9	4
KFDH	6	90	3	0	0	1
RGXF	94	0	4	1	0	1
QYHW	53	9	1	23	1	13
YGKD	3	69	22	4	0	2
XRLZ	93	5	1	0	0	1
OXDG	33	56	4	5	0	2
LORY	23	33	37	6	0	1
POFF	40	14	31	14	0	1
NQZL	22	64	9	2	2	1
ZSXO	70	6	12	4	1	7
RYLA	11	87	0	0	0	2
IJNX	55	17	21	6	0	1
FZIW	27	55	13	4	0	1
TBVZ	67	1	3	0	28	1
QNNA	31	14	36	5	1	13
FBDN	78	17	0	1	1	3
UVRR	27	16	41	6	9	1
IJSM	78	11	4	0	2	5
QFRD	18	78	2	1	0	1
CGHA	92	2	4	0	0	2
HZGH	27	67	1	1	3	1
KSHP	9	59	13	8	1	10
SRQS	0	73	11	9	0	7
RHLJ	80	9	3	0	1	7
DIYT	88	10	0	0	1	1
NMDP	61	19	4	15	0	1
POZM	89	7	3	0	0	1
MBXV	29	69	1	0	0	1
FYUU	70	22	7	0	0	1
ZBRY	14	71	11	2	1	1
EQLH	95	1	3	0	0	1
XSFE	10	30	23	0	1	36
XVWF	57	0	22	16	2	3
JOXC	4	52	19	8	10	7
RXZL	97	0	1	0	0	2
XVZI	55	5	31	8	0	1
RYBK	76	3	17	1	2	1
IURR	73	21	4	1	0	1
ALVR	70	16	11	1	1	1
NBZU	29	10	37	18	2	4
OGEW	61	21	3	2	2	11
NGCE	61	32	0	5	0	2
CZGN	58	6	5	9	8	14
ZONN	3	94	1	0	0	2
YEVH	46	27	8	5	4	10
XILE	73	14	8	2	2	1
CARZ	69	9	3	4	9	6
SAGC	76	10	4	1	5	4
QUNT	19	23	48	2	7	1
YUVZ	82	9	1	2	0	6
VYMN	12	19	60	5	1	3
CUOZ	82	11	6	0	0	1
GJVJ	16	37	14	6	12	15
VTFS	91	4	1	2	0	2
CCRI	86	8	0	4	0	2
KZZE	0	76	18	5	0	1
HLUB	22	72	4	0	1	1
CJXD	64	10	12	12	1	1
BYNG	37	27	35	0	0	1
MQTL	93	6	0	0	0	1
KAWT	53	37	7	2	0	1
OHIR	71	3	20	4	0	2
LBBI	5	31	45	5	6	8
DQLY	63	22	2	1	10	2
CIKS	52	21	2	10	8	7
WUXP	63	7	28	0	1	1
ABZO	4	22	27	28	5	14
XQRT	49	32	5	10	1	3
QTNP	26	46	20	6	1	1
NNAF	98	1	0	0	0	1
WNGE	31	64	0	0	3	2
YDHH	34	60	4	0	0	2
MLUJ	80	4	11	4	0	1
GSQC	12	29	36	8	2	13
DLLP	43	6	42	7	1	1
FGEC	43	37	5	1	10	4
GNTB	44	25	26	4	0	1
DWAY	66	32	1	0	0	1
WXZR	52	47	0	0	0	1
XEGZ	78	21	0	0	0	1
LCAZ	73	14	8	3	1	1
RGPF	36	50	11	1	0	2
TOAT	54	43	2	0	0	1
FEBA	35	19	4	11	16	15
WWEM	2	82	0	13	0	3
ASUM	19	28	41	10	1	1
VSOB	13	71	12	1	1	2
XRXH	10	8	20	57	2	3
BHNE	71	20	6	2	0	1
YSZS	24	37	18	5	9	7
ZUTJ	67	18	4	1	1	9
ITPS	22	20	45	9	2	2
HRZW	33	21	27	16	2	1
OEKK	80	16	2	0	0	2
VSPY	85	8	3	1	0	3
PGMS	93	3	3	0	0	1
PDML	74	21	4	0	0	1
TXYU	19	78	0	2	0	1
ZIVK	30	64	1	0	3	2
GVGX	51	29	4	14	0	2
QKYU	12	6	50	25	3	4
DVBN	57	41	1	0	0	1
UEVO	19	59	4	10	7	1
SWJI	52	12	30	2	2	2
BFET	79	10	4	0	1	6
PTGG	38	36	18	3	3	2
HCFF	57	23	2	16	1	1
DUIU	66	2	12	9	7	4
SAKI	13	8	44	22	11	2
RLMU	63	1	18	10	3	5
KVQQ	59	36	2	0	0	3
WUBE	88	11	0	0	0	1
JZZC	65	32	2	0	0	1
MIEG	26	7	46	20	0	1
CBLM	75	20	4	0	0	1
UMON	90	6	2	0	1	1
KHES	94	0	2	0	3	1
DPOZ	50	44	1	3	1	1
AWFD	29	68	0	2	0	1
WYLN	66	3	15	4	8	4
LKDI	2	64	30	2	0	2
HVZR	22	8	51	11	2	6
KHZF	57	1	4	22	2	14
NPYL	46	12	7	30	2	3
USVO	24	47	25	3	0	1
AESI	78	1	17	0	3	1
SFVC	20	33	24	8	0	15
EWJT	50	17	23	9	0	1
LWBJ	35	48	16	0	0	1
LFVW	59	15	6	9	7	4
PSML	2	86	6	4	1	1
SHRJ	61	32	1	2	0	4
YIWB	12	11	76	0	0	1
GHGZ	48	0	36	1	3	12
KAVE	82	11	5	0	1	1
TBPZ	67	6	3	7	2	15
UOOJ	43	53	2	0	0	2
SSUQ	66	17	10	5	0	2
LUMF	27	64	3	1	0	5
OGQB	87	2	9	1	0	1
RBOX	42	29	6	1	11	11
ZCKB	38	55	5	1	0	1
ROGR	2	19	70	1	0	8
UQWQ	79	15	5	0	0	1
VOJZ	98	0	0	0	0	2
QNWS	26	13	37	4	6	14
HZAJ	98	0	0	0	0	2
RIIQ	10	40	8	41	0	1
ERPB	31	46	1	5	11	6
FBJR	3	58	16	15	7	1
SLOC	54	24	16	4	0	2
UAKK	54	13	0	14	9	10
TGRJ	28	53	11	1	2	5
BZHS	21	35	21	11	6	6
PCDB	29	43	18	2	1	7
GUNC	64	21	1	9	2	3
HIDV	47	16	6	21	7	3
SCUY	92	0	5	1	0	2
JRYB	69	0	15	5	4	7
VZIS	62	20	0	3	2	13
KUQV	87	7	5	0	0	1
LHWM	33	14	14	27	11	1
MGQD	29	8	54	3	4	2
KALG	93	5	1	0	0	1
SOVJ	16	63	16	0	0	5
PJQC	42	53	2	1	1	1
NGMN	94	3	2	0	0	1
TEJD	56	42	1	0	0	1
EDCW	34	14	3	14	34	1
CHPN	70	12	14	1	0	3
DFQH	49	34	13	0	3	1
RLUR	52	41	5	0	0	2
VQXH	43	37	10	7	0	3
JFMZ	31	11	49	4	1	4
NWQK	6	26	20	18	24	6
EKTS	75	7	17	0	0	1
FWUY	74	18	3	2	2	1
LSDQ	81	1	8	2	4	4
TKOQ	97	0	2	0	0	1
LQLE	97	1	0	1	0	1
PODX	95	3	0	1	0	1
ROPR	22	38	31	2	3	4
FPWT	13	33	18	0	30	6
KHSV	24	14	30	29	2	1
JWLY	19	10	24	6	33	8
TUKZ	35	48	13	0	0	4
SWLT	56	42	1	0	0	1
ZWHK	18	26	44	4	3	5
CGKT	38	61	0	0	0	1
LLYZ	2	6	15	61	0	16
HQHN	18	14	37	11	5	15
NJPB	17	78	1	2	1	1
PYML	17	82	0	0	0	1
QZWG	25	28	12	17	13	5
CPBG	20	0	57	1	4	18
QJGZ	61	12	3	13	9	2
PVMH	76	20	2	1	0	1
KHCF	80	13	1	1	0	5
WJTM	71	3	19	0	6	1
IQJN	10	62	14	9	3	2
HUVF	65	9	16	3	5	2
DKOP	81	6	2	2	1	8
DCDJ	53	30	15	0	0	2
AWEK	69	3	27	0	0	1
HRSL	84	6	3	4	2	1
KTVB	31	57	6	2	2	2
OYGE	28	29	0	25	7	11
PSSL	60	37	2	0	0	1
MRGS	2	86	11	0	0	1
LZOI	90	2	4	1	2	1
FCJH	45	13	40	1	0	1
ZYDX	18	31	11	1	28	11
IVYJ	24	58	16	1	0	1
WGVK	92	1	0	4	2	1
GEFA	73	8	18	0	0	1
JOUE	11	77	6	1	2	3
AVWP	39	54	4	0	1	2
DPAZ	88	6	3	2	0	1
NHCQ	42	17	8	17	0	16
VSDY	84	11	2	0	2	1
ZQUI	40	38	18	3	0	1
OKRG	60	5	1	1	30	3
MJKO	40	52	6	1	0	1
IETH	38	54	5	1	0	2
BFXM	78	13	8	0	0	1
JPCA	90	8	1	0	0	1
KKFX	44	34	4	9	5	4
QGAU	50	0	37	12	0	1
AAPV	59	31	7	1	0	2
IHHY	51	14	8	9	3	15
DDTH	24	19	54	1	0	2
COCC	26	69	4	0	0	1
BOVL	16	78	2	3	0	1
JRTS	55	7	30	4	3	1
CTUI	86	3	4	4	2	1
CFAJ	96	2	0	0	1	1
JSZV	83	5	0	7	3	2
QKAX	28	47	2	20	0	3
HSSO	6	49	44	0	0	1
FASZ	48	18	13	9	10	2
VGYL	31	18	30	15	1	5
XEYJ	23	5	52	18	0	2
BUQM	83	8	5	3	0	1
YRXR	51	41	5	0	1	2
CVKL	97	1	0	0	0	2
TWTQ	25	40	31	1	1	2
HJKL	79	10	7	2	0	2
IGRC	62	36	0	1	0	1
BQVH	18	60	7	13	1	1
VHKJ	77	3	4	7	8	1
FRBW	74	8	5	12	0	1
MQGU	20	49	13	14	2	2
VZER	9	80	6	4	0	1
RYMN	88	1	0	2	8	1
BEWN	0	23	69	6	0	2
SACU	95	4	0	0	0	1
SOOE	30	61	8	0	0	1
JZTB	75	24	0	0	0	1
WHZY	77	5	10	6	1	1
HWZN	7	45	33	5	6	4
KXWA	55	17	6	11	9	2
NQGC	16	49	11	14	0	10
MTUI	56	19	0	16	6	3
AWXG	37	26	12	5	9	11
TWTP	72	6	7	0	3	12
PFSK	19	39	16	5	12	9
XCIL	98	1	0	0	0	1
AHGV	75	23	0	1	0	1
JWAN	1	50	9	16	10	14
BPQK	87	2	9	0	0	2
DHWV	98	1	0	0	0	1
ZTLT	27	45	20	0	2	6
OJBV	24	43	15	10	4	4
AQKC	0	32	55	0	3	10
WNXN	98	1	0	0	0	1
ZHIA	64	30	4	0	0	2
BHBH	38	26	32	2	1	1
JWTD	94	1	1	3	0	1
LAJJ	10	0	81	4	1	4
HAZO	28	51	5	11	3	2
FPDM	61	18	0	7	5	9
XWJB	65	27	2	2	1	3
SSEB	38	56	0	3	1	2
SVPA	86	2	6	0	1	5
KZKX	36	49	9	5	0	1
XFJF	25	68	3	2	0	2
NDFF	31	67	1	0	0	1
UWAD	49	25	12	12	0	2
WUIK	41	23	11	6	8	11
ENOR	59	12	5	1	0	23
CFRL	94	0	1	4	0	1
PUSW	70	10	10	5	3	2
RCTU	89	0	6	4	0	1
YDHS	96	1	1	0	1	1
SKWG	17	47	10	18	3	5
SHVF	15	0	45	19	20	1
HHHP	89	1	3	2	3	2
VWVG	36	19	28	13	0	4
XKXE	51	8	24	14	1	2
XTZH	17	39	21	5	1	17
KDNS	93	6	0	0	0	1
RLYN	56	16	23	3	0	2
BCUD	99	0	0	0	0	1
TOSI	77	3	3	4	8	5
RFMB	29	3	21	44	1	2
OKEP	46	29	9	7	0	9
IHDL	8	48	14	3	24	3
DIRU	33	22	32	2	4	7
PZVS	81	0	13	0	0	6
JDCE	94	1	0	4	0	1
NFCY	72	4	3	4	10	7
RTBV	89	3	0	6	0	2
HPLC	75	0	12	12	0	1
VZJJ	76	11	4	1	7	1
IQHQ	59	25	6	0	3	7
YNGU	4	12	73	8	0	3
NKLC	45	42	2	3	1	7
GIZP	48	35	5	9	0	3
EQAV	67	24	6	1	0	2
TBXG	46	1	12	34	5	2
MFEM	45	16	15	4	13	7
IJBO	43	13	41	2	0	1
FRTS	37	56	2	2	0	3
HZWZ	35	40	22	2	0	1
ARFS	44	27	2	10	3	14
JEQR	29	54	15	0	0	2
BUWH	14	85	0	0	0	1
UIAK	67	19	9	4	0	1
XNFG	62	36	1	0	0	1
PQSC	2	34	28	30	0	6
TSOF	65	12	7	4	0	12
EYNA	3	34	47	0	7	9
YUEW	56	6	27	4	3	4
MRIR	96	3	0	0	0	1
MSWW	94	2	3	0	0	1
UPPJ	35	63	1	0	0	1
XWEK	47	10	38	4	0	1
TNZR	49	6	6	10	10	19
QCWV	97	0	0	2	0	1
XDII	79	9	9	1	0	2
BCFQ	97	0	2	0	0	1
BCCL	21	6	46	5	9	13
ECWD	26	39	11	0	16	8
HKSN	86	12	0	0	0	2
DZCS	9	74	0	1	13	3
ULXG	70	17	0	8	2	3
EYVR	32	65	1	0	1	1
HNGF	38	7	49	3	0	3
ILZB	10	18	51	11	5	5
UASD	48	12	12	24	0	4
