Name	TMPQ	KLVF	CPJM	XGUX
LOQQ	4	0	41	55
CRUR	5	11	40	44
NDLN	53	24	8	15
GYIZ	63	30	3	4
HDYH	12	18	12	58
INNM	22	20	13	45
OPUB	24	66	5	5
MOZI	39	60	0	1
QIRK	19	75	4	2
NVKY	91	2	1	6
PYAH	26	8	44	22
JOXK	93	6	0	1
OZYS	22	76	1	1
FVCA	33	28	1	38
TJDI	57	14	24	5
QYAD	86	7	1	6
TTAG	94	5	0	1
WMFR	33	31	14	22
CYHY	68	20	7	5
EUBJ	63	36	0	1
AXPJ	44	23	14	19
CCTJ	46	5	43	6
XXQG	87	5	4	4
ATFE	89	7	2	2
YYXI	97	2	0	1
OQIW	4	91	0	5
VNOF	53	34	3	10
XLDT	54	20	25	1
EKEO	75	21	0	4
DWBM	10	3	30	57
HIJV	48	25	5	22
GRYJ	93	2	0	5
NUOL	54	39	2	5
GDIH	10	80	7	3
QMTL	69	28	1	2
CUYB	95	3	1	1
TFFV	53	3	27	17
CNBO	17	81	0	2
EANJ	58	20	12	10
EFYG	39	27	13	21
APKP	6	40	27	27
YDMP	82	1	9	8
YRWN	93	3	3	1
TKRJ	29	24	26	21
ZHOD	62	8	1	29
YRYC	55	25	4	16
XBUT	41	0	13	46
OBTL	89	5	1	5
FSFT	8	86	5	1
WXLF	85	7	0	8
AXKJ	99	0	0	1
IWPW	33	21	20	26
FVRT	75	20	3	2
YTIM	61	11	0	28
EJOO	50	10	21	19
DIBX	76	9	12	3
VQWT	61	19	12	8
BUMC	70	9	1	20
EBXJ	40	50	1	9
NBIV	12	80	0	8
NPVZ	39	52	0	9
DLSZ	79	8	1	12
PCLU	89	5	5	1
HENJ	57	28	5	10
POYM	58	22	11	9
EQDH	43	54	0	3
PFKP	44	5	47	4
YWAF	43	9	10	38
LIQV	19	62	10	9
XUNF	85	7	3	5
MIML	51	42	4	3
YDTD	56	18	16	10
RXGD	36	21	31	12
HMMG	18	43	27	12
LWKP	58	21	9	12
NNUX	30	37	16	17
FWSQ	36	57	1	6
WGBM	17	57	4	22
VAFI	33	66	0	1
GJNZ	90	1	1	8
KMFB	80	4	1	15
PUPV	63	18	11	8
QICK	81	5	9	5
MOPZ	55	44	0	1
NEQL	71	1	12	16
TVLJ	45	5	11	39
GQNS	50	46	2	2
AKOC	91	4	4	1
YQCG	25	9	5	61
PYJX	43	7	43	7
NRAJ	17	38	11	34
YCGB	4	34	31	31
TBJU	59	22	15	4
FJDF	97	0	1	2
RDUB	80	14	3	3
TOST	99	0	0	1
OVFF	76	13	9	2
WZDV	58	2	12	28
IXEF	32	42	6	20
YMZG	62	37	0	1
NQBP	90	8	1	1
OXZF	56	34	7	3
DQGF	67	6	11	16
QOOR	1	73	16	10
IFZD	58	35	2	5
JCGR	24	51	19	6
AEZT	83	8	7	2
VTAY	79	11	9	1
CMYW	6	0	20	74
RABZ	95	2	2	1
OAOL	52	31	10	7
KOXE	27	61	5	7
MYEU	27	31	11	31
PHUE	66	18	5	11
DYUW	2	96	0	2
TMNH	90	2	5	3
YASU	16	61	4	19
BWFR	2	52	44	2
STGW	11	26	15	48
QDHG	85	3	8	4
MRNJ	13	50	24	13
HCKM	82	2	1	15
BPFA	45	17	1	37
SGKU	99	0	0	1
WKOI	51	22	15	12
FRIX	95	1	1	3
RWJH	18	13	39	30
OCGK	89	7	3	1
KCOD	13	30	23	34
SWEH	66	17	14	3
XXDM	1	62	1	36
KBNV	28	52	6	14
HHXQ	75	19	4	2
PTTV	94	5	0	1
AEZN	63	26	7	4
FDXW	6	69	24	1
ABIW	62	3	14	21
OHRX	74	1	7	18
DJRB	64	3	13	20
XNHQ	0	64	2	34
EZTS	3	78	10	9
RKZI	88	6	2	4
XHQX	67	12	1	20
TGUK	64	20	2	14
NBFP	46	19	13	22
HYFS	24	55	9	12
YRTT	56	42	1	1
GRTI	26	72	0	2
TYHK	23	31	6	40
JUSL	16	6	46	32
JKEL	64	21	11	4
OBRC	61	5	10	24
JLHF	38	58	2	2
ZYIA	32	22	27	19
XBIK	88	4	7	1
GOXQ	37	40	4	19
XQHQ	26	62	11	1
ILFU	12	3	31	54
MWLI	27	14	38	21
AIRS	74	11	1	14
WJOA	30	26	4	40
IAKB	48	30	12	10
PCPT	36	32	25	7
SMHC	43	30	23	4
HQXN	41	52	3	4
BRUV	66	9	3	22
VBGU	61	2	14	23
FCZJ	91	2	1	6
XGXW	84	3	0	13
KMOB	69	4	14	13
LVYS	24	48	24	4
LBIV	47	25	2	26
NYDM	56	13	5	26
KWYV	5	12	35	48
OSSX	92	6	1	1
GARR	69	8	10	13
FPBJ	72	26	1	1
OKOD	83	6	0	11
YZXE	50	22	24	4
IPXO	62	11	7	20
XMVW	4	69	4	23
GXLI	18	46	35	1
IDUC	49	36	4	11
BUME	80	11	8	1
ADVC	64	20	10	6
XTGU	63	32	3	2
BLWI	88	10	1	1
LDLD	57	42	0	1
SIRG	17	23	15	45
UPFN	99	0	0	1
KNHW	85	9	5	1
IQWX	65	31	2	2
ZJZB	59	34	1	6
KPOM	58	17	6	19
VQUX	58	24	1	17
QEGS	37	52	4	7
SVIN	38	44	14	4
GGMK	48	10	40	2
YTKG	18	59	11	12
ZCAB	31	33	13	23
FSIF	99	0	0	1
TFYF	71	13	9	7
KIMC	37	6	38	19
KWME	10	79	7	4
THLB	23	32	1	44
NDEM	36	15	8	41
NLBM	25	67	4	4
TNZY	37	43	16	4
VWAX	95	0	0	5
YNDM	5	54	35	6
FIPA	86	7	6	1
LKSW	98	0	1	1
ULDW	72	5	16	7
GDPK	23	12	38	27
YYZF	32	50	9	9
FJXN	19	75	2	4
MIAZ	89	0	1	10
BZQI	35	10	53	2
EZPQ	34	18	23	25
MSRQ	37	28	20	15
BFIN	28	20	39	13
VOLI	13	39	42	6
YJWZ	57	24	0	19
KIWW	64	33	0	3
PJIN	58	23	18	1
THUB	88	2	3	7
LEHF	83	10	3	4
JURU	87	7	4	2
XLRQ	35	48	3	14
FCVO	88	10	0	2
CBXR	34	44	21	1
DPQV	31	33	8	28
OQSS	2	29	58	11
VCLN	47	6	10	37
CMQY	71	9	5	15
TUCN	87	9	3	1
WBVB	25	74	0	1
MCVW	60	13	7	20
YMEW	55	33	0	12
DZWP	14	82	3	1
WPED	57	2	39	2
BPMF	13	53	20	14
JUCC	0	0	79	21
IYRI	98	1	0	1
BZLC	2	76	13	9
MRSA	27	22	44	7
WSQK	12	38	37	13
EUMD	95	0	2	3
RNVP	31	14	1	54
QACC	82	0	15	3
DJCS	69	28	1	2
GAXW	30	0	60	10
FZZB	73	1	21	5
DXLZ	10	77	3	10
ROIH	42	49	0	9
KKKG	13	9	32	46
NXSA	19	12	29	40
BDAC	94	0	0	6
MRTP	5	16	45	34
MPOW	14	70	12	4
OOVP	94	2	2	2
ZSYX	70	25	3	2
KHFM	80	0	18	2
TRRB	94	5	0	1
IEDB	32	42	12	14
PFMZ	64	14	11	11
YURJ	32	65	0	3
IJKI	78	19	2	1
XDNA	56	24	12	8
NVWJ	21	9	57	13
BTME	64	15	16	5
WZSQ	88	0	0	12
USSO	75	16	6	3
CYZC	83	14	1	2
ZVZD	84	3	3	10
QXED	44	3	2	51
EVJR	55	29	11	5
CDVL	46	6	46	2
UMBV	56	15	25	4
ETNB	75	18	1	6
VNKI	59	26	13	2
DQKH	20	55	22	3
RDRJ	12	27	50	11
LCIX	70	4	25	1
CWQU	92	4	1	3
QLDW	46	1	35	18
WRNJ	66	33	0	1
PVRQ	41	20	14	25
KCLX	49	48	0	3
TTMH	13	51	1	35
SNMR	28	11	34	27
LUNB	17	40	21	22
BZEN	20	73	1	6
JSZZ	8	58	4	30
XBBN	40	27	28	5
IEZD	18	65	16	1
HXWI	45	29	18	8
UIUY	67	27	2	4
UNSF	51	21	14	14
TLNU	2	62	25	11
UFJA	12	21	4	63
VDQQ	10	38	6	46
SHPS	63	18	9	10
RHYR	35	29	19	17
LIOL	90	9	0	1
DKXO	58	13	28	1
JBOK	1	38	1	60
EXBK	13	17	9	61
YLJU	79	11	3	7
UCFF	45	8	28	19
XREB	18	44	11	27
FJGI	5	48	12	35
KNAT	78	18	0	4
ZOUU	78	12	5	5
YJFO	24	32	12	32
FWIY	64	30	4	2
BCLT	1	12	33	54
PELR	29	28	39	4
DKGK	95	3	0	2
ABUV	7	90	0	3
QRUD	0	49	46	5
MJBT	46	9	15	30
ETWY	2	35	6	57
LCOS	11	37	1	51
BQYY	14	16	66	4
MQOH	90	0	6	4
BFQM	55	42	2	1
HXWB	61	3	7	29
PGLX	7	80	5	8
SDVI	98	0	1	1
DIRD	35	29	14	22
WYFO	48	9	32	11
TBXN	10	67	20	3
KCKV	14	18	23	45
CUEO	53	7	6	34
OFYG	63	29	5	3
IGIP	68	21	10	1
BYUW	64	29	5	2
GGHF	22	3	58	17
DAZY	3	58	6	33
WZHM	95	0	0	5
WBGM	54	17	0	29
WKSX	33	27	12	28
YQBK	75	23	0	2
FIQQ	7	74	4	15
ZNKS	67	22	4	7
FATR	67	25	1	7
QHBS	18	70	10	2
IFBF	18	71	7	4
SPVM	57	34	8	1
XHFR	74	24	1	1
PISB	18	78	2	2
BPYX	93	2	3	2
HJMM	79	15	2	4
LYFC	97	1	1	1
AWBL	93	1	4	2
XIDZ	91	0	6	3
AWPQ	47	13	24	16
YSEY	19	22	10	49
JNZF	61	33	0	6
TXLZ	16	79	1	4
AJNW	66	26	3	5
BQLM	8	10	7	75
DWMT	88	6	3	3
VEUH	21	52	7	20
ZDQI	31	17	47	5
IRBN	48	40	3	9
WNSN	72	26	1	1
AYGH	42	48	1	9
FSPL	13	10	7	70
NVEU	86	2	9	3
FLFK	74	5	20	1
QBUM	72	19	8	1
EKAX	42	41	2	15
YMBJ	66	7	9	18
SOTW	75	19	4	2
NAWR	61	9	16	14
QUYK	42	9	16	33
KDXL	47	35	4	14
YDBC	98	1	0	1
NAQZ	90	1	5	4
JDFU	47	30	6	17
RCYG	7	2	27	64
KWKH	12	46	23	19
WVPQ	63	23	1	13
UILN	2	65	0	33
ZRQZ	9	88	0	3
BCVX	57	27	2	14
DFRU	60	4	18	18
IPEV	94	1	4	1
UNSB	36	17	19	28
EUHA	55	12	27	6
STTB	98	1	0	1
DTTK	55	23	14	8
BMED	79	8	3	10
PDWF	37	45	17	1
KKTB	83	11	3	3
WLUZ	19	20	39	22
TZQU	75	18	0	7
IDWT	87	7	0	6
QWVP	26	49	17	8
IZJS	84	1	3	12
BJEP	14	52	28	6
DFKQ	99	0	0	1
HWHY	10	42	10	38
OYJY	57	40	1	2
AGCX	65	31	1	3
TSDS	96	1	1	2
RLZH	83	10	0	7
CBTT	59	40	0	1
KVRO	65	13	2	20
YISI	93	5	1	1
EDFD	18	59	20	3
NJRT	35	25	36	4
EIEB	91	7	0	2
WMDI	88	4	5	3
CHYX	75	13	10	2
YNPK	26	43	27	4
MAVH	1	19	61	19
AOGA	4	17	25	54
RBVH	34	13	22	31
CSVP	86	0	3	11
UORQ	20	36	17	27
LIAW	18	76	0	6
SRXS	33	38	7	22
MUCY	37	28	13	22
HZSD	18	41	9	32
APJV	73	24	0	3
TVLE	26	24	18	32
BYXN	43	0	18	39
TOSV	99	0	0	1
IISZ	43	49	5	3
BNWP	65	1	24	10
ZRTC	12	87	0	1
BUQT	49	45	1	5
BQAT	90	0	4	6
MSEV	45	37	17	1
LAXU	96	2	1	1
WYSW	2	89	2	7
NCGY	97	1	1	1
WWWT	98	0	0	2
ZPHR	31	17	32	20
USZN	28	32	7	33
RHWW	14	13	71	2
PYXM	23	76	0	1
EBAZ	34	21	40	5
JLFS	66	22	8	4
KGKS	98	1	0	1
OAWV	11	43	16	30
RJFC	25	4	44	27
RYNY	13	25	19	43
WREM	50	12	8	30
RMUG	19	29	31	21
BDDG	83	9	5	3
BAQK	59	4	27	10
IWTW	50	43	5	2
ISJP	23	11	0	66
XKVB	69	0	18	13
UKSH	76	14	7	3
ROBX	14	41	15	30
PAKR	49	44	4	3
LUQP	38	42	3	17
PUJX	8	11	41	40
MBOT	25	70	3	2
EHSC	66	22	3	9
KLJF	14	77	3	6
PCSJ	93	4	0	3
TSAB	35	53	1	11
YVYG	94	0	1	5
MYNS	0	85	2	13
IZRY	22	11	59	8
ZWJI	32	40	11	17
PRAH	84	3	5	8
QLZF	87	1	1	11
EEQY	75	22	1	2
SIDD	67	6	26	1
ZOXQ	43	50	6	1
GMKE	64	26	7	3
OSTJ	7	72	17	4
RSKO	69	30	0	1
JXEE	0	46	35	19
WBPL	18	16	59	7
SFTC	16	58	4	22
PKUP	42	9	14	35
VNBT	91	0	8	1
PGZQ	26	5	47	22
RDXW	57	39	3	1
MQLN	27	51	16	6
MJOP	31	24	1	44
NNSH	15	0	8	77
ZTMX	62	17	19	2
GWSW	24	24	17	35
XPFQ	34	10	5	51
WLBY	71	19	1	9
PFPK	90	8	1	1
WZQQ	23	62	3	12
NVSB	3	66	19	12
YMQV	85	0	1	14
ILYX	80	15	3	2
RDLI	45	45	0	10
QPZC	33	57	3	7
PIWR	97	1	1	1
SYPB	86	5	4	5
ORTL	3	57	33	7
SHTO	86	8	1	5
XRSN	13	62	18	7
CBFV	25	73	1	1
EVHP	39	30	1	30
XGRH	27	38	31	4
BDCC	93	2	4	1
HXNS	70	23	3	4
PNPU	60	36	2	2
LMZM	8	24	67	1
LAFW	18	68	0	14
YCSI	64	4	27	5
YTWS	70	18	3	9
SBNR	62	13	14	11
RDQV	7	76	14	3
WIWN	96	1	1	2
KXMZ	78	14	4	4
SDUK	65	23	8	4
YSFO	48	24	7	21
ZBMO	29	0	3	68
LAET	19	53	8	20
EBSV	67	2	29	2
AWLK	15	12	68	5
PRYM	94	2	1	3
VZKM	66	15	5	14
DPQM	1	41	44	14
RNSU	39	18	41	2
FADD	85	1	11	3
JGGG	25	64	4	7
BHJA	60	26	12	2
HVYD	73	4	21	2
DGRO	10	41	29	20
YGIU	34	30	27	9
JJFT	56	17	16	11
FJUU	63	3	31	3
FFAD	95	4	0	1
APSD	39	46	1	14
BAFG	19	9	65	7
LTKE	75	8	16	1
WWTM	37	41	16	6
BIRK	58	23	6	13
UNPE	64	17	2	17
IPNL	96	0	3	1
LQZF	53	11	4	32
SYRA	9	32	58	1
RNWP	55	25	12	8
GUZC	86	11	1	2
HGAK	64	34	1	1
SSFB	31	15	3	51
PXEO	12	14	48	26
BRVK	46	6	10	38
VZCR	45	32	9	14
SRPL	38	23	37	2
VROG	32	39	18	11
WVOT	62	33	1	4
OEZE	84	6	8	2
TDKW	64	23	11	2
GOCT	78	15	1	6
AHED	54	25	20	1
DNYV	70	4	3	23
MQHO	98	0	0	2
NDJR	92	6	1	1
HMAV	18	2	43	37
XUAH	83	15	1	1
PMAY	49	37	11	3
YVFU	61	6	15	18
DVLQ	78	7	13	2
BXZN	13	52	20	15
VGGD	14	40	43	3
RJTL	3	79	6	12
QVBO	87	0	9	4
ZPRB	57	31	6	6
OBKJ	13	18	7	62
PYRM	68	17	6	9
MSFT	53	24	9	14
CYYG	54	37	7	2
QPCO	74	9	2	15
IIBX	60	9	1	30
WJCE	51	14	18	17
XMHB	21	11	29	39
CMCP	39	17	40	4
JOXY	16	27	8	49
JDVY	28	24	11	37
OVBA	52	13	26	9
CUNN	23	53	5	19
WZIF	93	0	3	4
VFGJ	96	1	1	2
JLCY	80	3	8	9
QAOW	0	16	22	62
TJKY	63	34	1	2
ENSJ	21	58	15	6
QVRO	91	2	5	2
ILPL	49	35	4	12
YUJY	97	0	0	3
WWLI	43	2	10	45
YKOP	45	42	0	13
FWHC	91	4	2	3
YUMD	24	17	13	46
TJKG	51	34	11	4
ZGGM	19	46	14	21
AAVB	92	2	4	2
XBVB	72	17	10	1
BYEF	82	17	0	1
BEJY	7	22	16	55
PBQS	94	0	5	1
TQCI	97	1	1	1
HPEU	6	77	15	2
IBHJ	60	9	30	1
WMCV	0	49	15	36
ZFIU	62	1	10	27
HBWW	47	17	26	10
OEEA	42	19	11	28
ZJJI	77	21	1	1
DAMZ	99	0	0	1
JWAL	79	12	0	9
ZKND	89	2	2	7
IYVP	16	0	83	1
WZLW	11	36	7	46
BKWM	79	8	2	11
HDOQ	71	7	0	22
YVFW	66	20	11	3
BQJV	54	14	16	16
WOPR	20	72	7	1
ZQQC	83	1	0	16
UGYL	75	24	0	1
DGZL	81	6	12	1
TMQG	11	60	12	17
PZYN	34	5	59	2
EOUV	49	39	3	9
KKJU	32	42	19	7
IPGK	57	39	0	4
DAWS	41	36	4	19
GAYK	90	9	0	1
SFPI	56	31	4	9
CHMU	6	64	8	22
KSDU	15	63	0	22
OXDC	14	5	10	71
KLJK	68	24	4	4
KQBA	20	67	0	13
SKYJ	93	6	0	1
HVQT	18	76	0	6
HMGK	66	8	17	9
WCJJ	92	5	0	3
CBTY	89	10	0	1
NESF	12	23	6	59
PTRM	82	8	0	10
DVPO	59	16	21	4
HOZA	28	60	2	10
UWUH	96	1	2	1
HNFN	98	1	0	1
JSWC	18	75	6	1
FEKH	56	41	0	3
QTEV	42	50	6	2
WWFW	13	27	49	11
IKAP	83	10	6	1
VCXC	91	2	3	4
SJZK	38	33	19	10
TARO	69	13	8	10
VRFB	60	4	33	3
UKRT	31	19	40	10
RGTN	59	10	5	26
MFMT	77	3	10	10
JIBD	19	38	42	1
KSBI	15	54	28	3
ZHRB	26	63	1	10
TYBC	17	25	20	38
LTHV	95	1	1	3
CQPD	80	16	0	4
OSFL	61	9	15	15
XURN	31	31	23	15
JABA	16	53	30	1
YTMF	27	36	32	5
RBYL	3	82	2	13
GVRO	4	80	8	8
YQIQ	91	7	1	1
POCQ	18	22	38	22
ZSGJ	74	16	2	8
TSBH	59	17	2	22
EKLD	79	9	11	1
CDOJ	70	4	1	25
NVVW	58	22	5	15
CKFH	20	22	12	46
XHJI	36	38	11	15
ERNJ	83	11	5	1
ORZB	48	10	10	32
WGKA	89	9	0	2
ZGVP	15	64	3	18
WEAI	54	29	5	12
EHMT	86	5	4	5
SFGS	8	89	0	3
BYHM	75	9	3	13
LSUR	91	6	2	1
NZSY	56	39	3	2
YYGA	43	29	7	21
AOWB	79	3	15	3
FSWU	26	10	47	17
PRBY	72	23	1	4
GOUN	6	30	7	57
AALI	83	16	0	1
DXPD	54	39	1	6
GVDH	76	23	0	1
GFCS	68	1	23	8
ZCOS	81	13	1	5
RLML	19	26	24	31
TMVE	98	1	0	1
SQFH	36	49	11	4
VJPE	90	6	0	4
VBKS	13	5	45	37
KRWO	62	33	2	3
TGNS	11	65	6	18
LILL	94	2	3	1
BWHH	67	9	22	2
KLLV	86	6	2	6
ZJST	89	2	0	9
CCLU	91	7	0	2
TZHF	57	30	4	9
UPHY	58	24	5	13
VBWG	27	69	1	3
YSSB	25	56	18	1
UVNT	42	30	19	9
MEQH	76	23	0	1
ULUH	64	28	2	6
APNQ	91	8	0	1
GODI	95	1	0	4
UUEE	6	60	11	23
XFZN	98	0	0	2
GYTP	96	2	1	1
FZCN	56	39	1	4
QNZV	60	7	32	1
RPDO	13	82	0	5
KODY	68	18	13	1
QKSZ	69	6	14	11
UBRN	73	3	6	18
RZRJ	7	18	44	31
IPAV	73	17	7	3
KZOW	31	15	53	1
DGVX	97	1	1	1
NMBK	81	16	2	1
OLOP	38	24	11	27
UREY	55	35	3	7
CCQK	90	2	4	4
TWMC	80	14	4	2
DZLY	80	1	16	3
NAGY	81	13	2	4
ORZK	61	19	8	12
JLZX	59	6	28	7
PCNP	69	14	10	7
STAT	70	16	8	6
CJMC	56	9	6	29
FMRE	20	32	36	12
NLAF	92	0	7	1
XTJD	23	54	19	4
YYRX	96	3	0	1
CNVA	94	3	1	2
PVKM	6	84	2	8
HAOU	51	31	3	15
PDYI	51	15	9	25
OAHG	57	19	10	14
XFEZ	36	35	9	20
XZQE	80	12	5	3
XDDL	18	9	35	38
KWSL	32	7	1	60
VCGM	43	44	4	9
VJUD	9	78	8	5
EIES	67	21	7	5
XEUK	34	61	2	3
IMOA	44	15	3	38
WKRJ	86	3	1	10
TIHC	24	60	3	13
OOSQ	47	20	30	3
YLCC	84	13	1	2
XGDQ	58	24	5	13
XMIV	38	33	4	25
VMHC	14	26	47	13
YVJZ	89	1	8	2
YPHA	40	37	19	4
BELR	20	73	4	3
BKVC	84	12	0	4
YUZS	53	32	14	1
KTRR	42	23	33	2
WBUZ	92	2	4	2
IWLY	38	9	45	8
LOWB	38	48	0	14
VHIW	93	5	1	1
LTZU	50	34	3	13
IBCX	45	20	22	13
XOTD	52	5	42	1
EUQA	63	34	0	3
UMDZ	47	5	41	7
CMDW	47	35	2	16
MUDY	40	22	34	4
SOSK	73	18	2	7
YITW	73	3	12	12
PZYZ	26	56	14	4
CQHB	43	49	5	3
ANCF	56	6	2	36
YKPT	42	35	3	20
DKAT	54	26	18	2
UFYD	62	4	21	13
YLJH	80	11	8	1
VQQE	99	0	0	1
PJGV	14	55	29	2
FHIX	28	56	3	13
IECY	3	39	57	1
ZFLQ	5	20	24	51
UJOO	9	23	14	54
VSHM	46	38	11	5
EBKN	77	16	3	4
MOFZ	7	61	19	13
DVFC	42	35	10	13
YTJF	52	1	21	26
MUMO	70	7	18	5
EACH	51	39	2	8
UIPA	59	24	12	5
XCKA	8	26	15	51
HBIG	68	1	0	31
UTKJ	39	49	11	1
UCUX	80	2	2	16
KUEY	43	42	8	7
RBNQ	97	1	1	1
ZUAV	76	6	17	1
OEQF	78	17	0	5
ZPDH	15	6	70	9
HDIG	29	30	4	37
RWTK	22	3	59	16
IUCB	84	2	11	3
PNSQ	96	1	2	1
MKIV	50	49	0	1
QSPM	85	12	2	1
IXUO	73	8	12	7
VBGH	90	0	6	4
QPPI	96	1	0	3
LKPS	4	7	61	28
BMOZ	30	66	1	3
QYCF	13	3	56	28
JCNP	94	0	0	6
CZDX	44	37	16	3
MEWR	24	73	2	1
ORIP	10	36	53	1
RNCV	38	33	2	27
HBDC	5	64	29	2
NLCW	27	30	5	38
TGOX	7	85	6	2
LFZV	61	0	17	22
LBBB	13	66	4	17
CSPE	28	57	0	15
FFTV	98	1	0	1
HOYI	62	10	23	5
WDHL	66	17	0	17
KBUD	65	32	1	2
NZSU	11	69	4	16
ZGAQ	15	46	6	33
MCTN	49	17	8	26
PHTP	28	71	0	1
EYRI	91	2	5	2
PGNN	49	31	17	3
WGVN	96	3	0	1
YBQD	59	16	22	3
RYEV	78	8	11	3
HIHG	28	28	39	5
WGAA	72	10	12	6
BYCI	11	82	1	6
XBEI	86	12	1	1
HIRS	23	6	42	29
YNGR	48	0	3	49
UQDW	3	18	48	31
ABNR	45	30	9	16
HDXK	51	47	1	1
XIHM	28	8	7	57
KVQQ	91	1	0	8
LALV	68	9	6	17
GEAU	52	10	24	14
KJGZ	4	48	44	4
HVJT	6	47	28	19
GWBO	36	16	40	8
CLPV	65	10	15	10
EHST	89	5	0	6
MKRW	67	6	4	23
FCCQ	80	13	0	7
HZGE	96	3	0	1
XRDK	20	23	5	52
OQZE	4	57	29	10
MJRS	7	64	25	4
JNFW	64	21	13	2
HMPY	64	25	6	5
SNMM	89	0	6	5
LCLT	5	25	58	12
POMX	12	37	27	24
EYNO	70	6	6	18
EKGK	89	1	7	3
WFFE	63	9	25	3
KUCP	31	2	45	22
YDAN	28	3	38	31
PYXF	81	6	3	10
RFJE	10	9	61	20
JGSM	16	51	24	9
ELZK	20	47	7	26
HFWP	12	15	18	55
GIZV	90	6	2	2
PTLF	92	7	0	1
WIBD	44	45	4	7
NXUQ	76	0	9	15
ZMOZ	93	3	0	4
XTRG	95	0	2	3
SOEH	66	22	4	8
XVMR	36	52	8	4
KEFD	62	12	15	11
GWGZ	43	26	29	2
PJWM	78	19	2	1
JQIC	36	0	6	58
QBHO	68	11	10	11
OMCI	69	30	0	1
RYHG	21	34	13	32
LQFO	94	5	0	1
NWBG	32	33	20	15
VYKT	9	41	1	49
XTEC	87	4	6	3
SBWD	57	34	1	8
LCZT	40	28	0	32
PBBJ	49	44	5	2
ZWMC	97	0	1	2
WBMB	63	12	20	5
VECT	69	12	7	12
VKAS	98	0	0	2
RCSK	45	47	5	3
EJBP	52	30	10	8
BNRU	13	17	55	15
WZQU	46	23	4	27
LMKZ	26	17	10	47
YTRE	46	4	31	19
VBDE	76	20	3	1
XJYV	80	10	8	2
DCPZ	43	33	17	7
XQQG	41	22	4	33
TZPR	10	13	5	72
XMQS	59	14	14	13
DMDM	70	10	16	4
RCEA	49	46	4	1
LNXJ	45	37	2	16
JIES	37	46	3	14
PZHV	24	13	48	15
DMUS	1	27	5	67
WLQP	24	12	28	36
YSJD	67	12	15	6
EZUI	62	22	1	15
DWEG	73	3	7	17
BDQL	39	5	27	29
XNCD	57	33	6	4
HYSO	78	0	21	1
NAKK	68	31	0	1
OLJN	2	14	76	8
OSSH	30	19	13	38
LREB	81	8	9	2
XMSY	12	29	32	27
CGBS	8	66	9	17
BTQO	63	27	7	3
GAHM	74	18	0	8
IFJW	57	39	2	2
ZROX	81	6	5	8
LROF	54	41	1	4
YOME	68	4	18	10
MKLJ	61	18	16	5
BRVN	80	14	0	6
CBQV	38	15	36	11
JSGF	80	13	2	5
QWRX	77	22	0	1
GCNF	87	8	2	3
ZSST	20	23	49	8
MVJH	89	9	0	2
SFEV	79	8	5	8
VEQA	73	15	10	2
ZDQN	55	16	11	18
ZOLP	39	31	4	26
AIPX	8	35	29	28
XIKC	30	0	10	60
OCSM	70	0	15	15
STUI	51	35	10	4
QSFK	87	3	8	2
VBDR	19	25	3	53
UGKG	36	15	19	30
MTDS	48	32	5	15
PUOO	65	27	2	6
PERL	77	7	11	5
AOVN	71	13	15	1
MKBD	49	17	5	29
ZCSK	60	20	5	15
GPCO	53	36	1	10
BTVP	89	7	1	3
EIEU	15	30	4	51
KMLE	44	6	31	19
CZAE	84	7	6	3
ZTZE	68	24	3	5
QGOP	65	24	8	3
TNQL	14	14	62	10
CRJC	66	18	15	1
TULB	21	53	5	21
PFPM	57	28	11	4
GWOU	40	48	4	8
LKSS	29	64	6	1
BPCA	23	35	37	5
LDOL	2	60	6	32
HAZO	51	6	37	6
UVHG	73	16	3	8
JSJY	77	7	8	8
QNLI	18	70	9	3
TAJJ	19	13	10	58
KTDU	77	22	0	1
UUTN	83	9	0	8
KENG	27	48	16	9
NNFI	26	6	2	66
UYWN	46	8	45	1
ZGDZ	35	14	43	8
SRVJ	28	52	6	14
VWDX	50	24	23	3
FXLN	88	2	9	1
WWZJ	42	4	22	32
YJGX	43	46	8	3
VKZZ	37	44	17	2
CTQY	66	3	24	7
IRMM	98	1	0	1
VWZW	64	33	2	1
MWAB	67	3	11	19
NMON	54	2	33	11
DJKT	97	1	1	1
RULL	96	3	0	1
NZCS	77	1	13	9
WQXZ	98	0	1	1
FYYL	79	2	12	7
NOCR	29	18	42	11
COQS	21	27	0	52
MLUU	0	17	21	62
TNUZ	21	64	7	8
VMAE	79	7	13	1
LABM	79	16	3	2
BGHT	7	74	13	6
NERU	92	3	3	2
AIRC	45	17	9	29
BQOL	99	0	0	1
LTHF	39	29	21	11
HMFD	0	78	7	15
IIJW	92	1	2	5
RJKI	47	27	25	1
QSIB	78	14	0	8
LJPN	93	0	5	2
VLYL	53	43	2	2
HEOC	82	11	5	2
JXWX	97	2	0	1
UWBF	13	23	57	7
YUIZ	7	59	28	6
YMXY	58	10	10	22
OUZY	99	0	0	1
MSQZ	44	6	3	47
OWFK	65	29	2	4
KGCT	0	92	3	5
KZZK	42	17	9	32
CBGD	95	4	0	1
BSAQ	52	37	3	8
PRNY	40	59	0	1
OXFZ	38	39	1	22
TQOA	81	15	1	3
UYGS	1	88	3	8
NBDM	14	6	65	15
HLMA	31	5	35	29
EBDO	19	30	15	36
CLPS	94	5	0	1
SGFK	10	72	0	18
