Name	YKVQ	DEXE	ERWN
FIOO	16	76	8
ZRME	84	7	9
BUFU	74	22	4
ECKJ	33	59	8
JBZI	75	2	23
YEIE	94	1	5
FSXH	19	68	13
KTNG	66	24	10
IOLK	29	27	44
OWZR	21	7	72
YQYK	25	49	26
EXVY	56	0	44
ZXXO	95	2	3
JCKG	2	17	81
QNXY	62	2	36
HONV	34	36	30
XZMW	9	70	21
XJAK	42	22	36
MZXK	30	7	63
SRPT	76	17	7
UFGT	67	0	33
NEOI	64	34	2
CNAQ	37	41	22
EFCM	44	35	21
EWGK	11	60	29
YEGT	8	80	12
NDRZ	91	2	7
VDIY	32	54	14
CCHY	56	23	21
RHUQ	59	33	8
TCBW	39	28	33
SIKD	10	21	69
ZFIV	66	10	24
HFOL	29	2	69
JZPS	10	73	17
CXNW	22	62	16
FYTW	22	0	78
KZZB	97	1	2
FVQM	32	26	42
GIVA	49	20	31
WAFP	4	20	76
SCZN	62	26	12
OLZO	6	31	63
BIAG	47	14	39
FPOD	61	35	4
ZELJ	0	19	81
UUXT	35	57	8
KSFX	93	6	1
KSGM	96	0	4
KQOY	40	25	35
QOMB	51	22	27
GELU	75	6	19
KHZD	84	12	4
BHRR	72	25	3
RNFH	96	1	3
QVJM	10	71	19
KIFT	65	26	9
LQYZ	7	61	32
FGUV	87	1	12
TZVO	40	0	60
GZFB	16	77	7
XXFE	71	14	15
OIQY	21	7	72
YRLO	9	63	28
PVYG	73	3	24
YVYF	50	33	17
NKMB	8	13	79
MAOH	26	41	33
MVTT	63	26	11
OSWN	45	18	37
YQEC	22	68	10
OJVY	40	48	12
QXPH	7	7	86
EIOK	78	19	3
JFFF	62	30	8
UZYD	8	41	51
ZKUR	70	27	3
TNKZ	10	66	24
CHQU	37	8	55
UOVH	71	28	1
RJSA	16	34	50
VNVD	31	47	22
HMPQ	65	9	26
MKDL	11	29	60
EZQV	32	35	33
PRRU	98	0	2
FTJA	11	53	36
YYZY	51	43	6
NEXP	79	6	15
WFFK	82	3	15
UAEH	54	29	17
ANMG	43	52	5
XMHN	53	7	40
JGMT	28	12	60
QAXI	90	7	3
DUXE	22	7	71
LQKI	90	0	10
KHSZ	69	9	22
BJRB	3	56	41
RBTA	66	17	17
TRPS	10	57	33
ASGE	8	83	9
TAIM	35	64	1
LRIO	28	38	34
CBTI	49	9	42
JKZX	58	9	33
KREC	95	4	1
BWHU	30	1	69
GFRT	56	0	44
EEKB	63	1	36
WSFB	83	11	6
YWLD	4	66	30
VJSJ	49	21	30
GHUT	8	25	67
NPWZ	70	11	19
VJAD	21	20	59
UAAP	84	6	10
PDEZ	92	1	7
HVSZ	78	7	15
GDPY	55	10	35
VZEA	29	48	23
RRDL	56	20	24
KRLI	16	80	4
CNRQ	65	30	5
SWPR	88	1	11
QWMU	78	19	3
HOVM	32	17	51
BWGF	58	5	37
WXYQ	83	0	17
OEIH	33	29	38
CZUB	78	15	7
APWO	5	59	36
DPEL	56	34	10
PMHL	81	18	1
DAAL	23	46	31
OZFK	40	20	40
LACO	21	77	2
GHWI	51	11	38
WDPN	67	27	6
EQEV	92	6	2
SOJH	0	6	94
KTFV	96	2	2
SBGH	19	41	40
CUMU	57	3	40
ZBIJ	23	58	19
EQCH	83	10	7
PZHU	92	6	2
BAEB	81	11	8
PWLQ	72	3	25
HYZH	28	68	4
TBNL	66	11	23
LKFQ	67	7	26
FHWS	73	15	12
XYFS	78	8	14
HNXY	99	0	1
QIRI	6	83	11
HPIW	60	16	24
KYEF	43	23	34
HPFL	35	23	42
SBGD	13	12	75
KNKI	98	0	2
NWGZ	42	7	51
FBIV	29	58	13
ECCM	68	12	20
SFZI	62	0	38
QDMF	43	5	52
ZCZW	69	17	14
EHEB	20	23	57
AXTL	96	0	4
BXVA	61	30	9
JFGF	35	18	47
RAQF	82	3	15
VIKN	31	26	43
FQAR	29	51	20
HEEK	15	44	41
HZMF	49	24	27
IYYX	40	10	50
RVCO	59	26	15
RNPL	79	20	1
TRXN	95	0	5
CGWC	94	5	1
TQVX	19	29	52
LIFV	1	47	52
QTPN	74	16	10
YWEM	44	46	10
OUAT	77	3	20
HOWG	80	19	1
VTIF	97	1	2
UYQL	88	2	10
PPNG	16	7	77
QGEZ	33	26	41
JROB	52	21	27
QKYQ	70	29	1
HSWT	71	14	15
EDXU	18	15	67
QBKU	59	23	18
TVLY	86	4	10
XSKF	81	9	10
HYWN	95	2	3
FXNR	81	3	16
MPNJ	42	26	32
BVVJ	86	12	2
OJVP	84	0	16
CZIL	48	12	40
ICCY	56	29	15
ACAF	45	15	40
UNHY	13	84	3
RYCZ	97	1	2
QPBN	58	35	7
WBCH	6	29	65
JDHD	32	53	15
WIXO	81	6	13
SDVJ	76	13	11
DIDN	30	66	4
QNME	35	27	38
ENLZ	59	0	41
SOPH	10	57	33
SBUS	79	9	12
ZNHN	12	65	23
